Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
enlarged_thyroid,brittle_nails,cold_hands_and_feets,mood_swings,lethargy,abnormal_menstruation,irritability,,,,,,,,,,,Hypothyroidism
irritability,depression,weight_gain,enlarged_thyroid,cold_hands_and_feets,puffy_face_and_eyes,fatigue,abnormal_menstruation,lethargy,brittle_nails,,,,,,,,Hypothyroidism
cold_hands_and_feets,swollen_extremities,irritability,mood_swings,brittle_nails,depression,,,,,,,,,,,,Hypothyroidism
lethargy,irritability,weight_gain,brittle_nails,puffy_face_and_eyes,swollen_extremities,cold_hands_and_feets,,,,,,,,,,,Hypothyroidism
enlarged_thyroid,weight_gain,brittle_nails,abnormal_menstruation,swollen_extremities,irritability,fatigue,cold_hands_and_feets,mood_swings,,,,,,,,,Hypothyroidism
depression,enlarged_thyroid,fatigue,lethargy,,,,,,,,,,,,,,Hypothyroidism
irritability,abnormal_menstruation,depression,,,,,,,,,,,,,,,Hypothyroidism
fatigue,puffy_face_and_eyes,cold_hands_and_feets,brittle_nails,swollen_extremities,depression,abnormal_menstruation,weight_gain,enlarged_thyroid,mood_swings,,,,,,,,Hypothyroidism
mood_swings,puffy_face_and_eyes,swollen_extremities,enlarged_thyroid,weight_gain,brittle_nails,irritability,depression,cold_hands_and_feets,abnormal_menstruation,lethargy,,,,,,,Hypothyroidism
abnormal_menstruation,cold_hands_and_feets,lethargy,depression,enlarged_thyroid,fatigue,puffy_face_and_eyes,mood_swings,swollen_extremities,weight_gain,,,,,,,,Hypothyroidism
irritability,cold_hands_and_feets,depression,swollen_extremities,lethargy,weight_gain,puffy_face_and_eyes,abnormal_menstruation,brittle_nails,mood_swings,enlarged_thyroid,fatigue,,,,,,Hypothyroidism
fatigue,cold_hands_and_feets,mood_swings,,,,,,,,,,,,,,,Hypothyroidism
irritability,weight_gain,brittle_nails,depression,,,,,,,,,,,,,,Hypothyroidism
mood_swings,abnormal_menstruation,weight_gain,cold_hands_and_feets,enlarged_thyroid,brittle_nails,irritability,fatigue,,,,,,,,,,Hypothyroidism
depression,lethargy,weight_gain,,,,,,,,,,,,,,,Hypothyroidism
abnormal_menstruation,weight_gain,brittle_nails,,,,,,,,,,,,,,,Hypothyroidism
depression,irritability,fatigue,cold_hands_and_feets,puffy_face_and_eyes,abnormal_menstruation,brittle_nails,mood_swings,,,,,,,,,,Hypothyroidism
cold_hands_and_feets,irritability,depression,swollen_extremities,mood_swings,weight_gain,abnormal_menstruation,brittle_nails,lethargy,,,,,,,,,Hypothyroidism
mood_swings,abnormal_menstruation,cold_hands_and_feets,enlarged_thyroid,irritability,fatigue,lethargy,,,,,,,,,,,Hypothyroidism
irritability,abnormal_menstruation,weight_gain,,,,,,,,,,,,,,,Hypothyroidism
fatigue,cold_hands_and_feets,abnormal_menstruation,puffy_face_and_eyes,enlarged_thyroid,lethargy,,,,,,,,,,,,Hypothyroidism
weight_gain,puffy_face_and_eyes,cold_hands_and_feets,swollen_extremities,brittle_nails,abnormal_menstruation,enlarged_thyroid,lethargy,mood_swings,depression,irritability,,,,,,,Hypothyroidism
depression,swollen_extremities,cold_hands_and_feets,weight_gain,brittle_nails,mood_swings,puffy_face_and_eyes,enlarged_thyroid,,,,,,,,,,Hypothyroidism
depression,weight_gain,cold_hands_and_feets,swollen_extremities,,,,,,,,,,,,,,Hypothyroidism
weight_gain,abnormal_menstruation,brittle_nails,mood_swings,fatigue,lethargy,enlarged_thyroid,,,,,,,,,,,Hypothyroidism
fatigue,mood_swings,lethargy,depression,enlarged_thyroid,puffy_face_and_eyes,cold_hands_and_feets,abnormal_menstruation,,,,,,,,,,Hypothyroidism
lethargy,weight_gain,swollen_extremities,mood_swings,abnormal_menstruation,,,,,,,,,,,,,Hypothyroidism
depression,fatigue,swollen_extremities,weight_gain,brittle_nails,cold_hands_and_feets,puffy_face_and_eyes,irritability,lethargy,,,,,,,,,Hypothyroidism
enlarged_thyroid,lethargy,mood_swings,puffy_face_and_eyes,fatigue,weight_gain,abnormal_menstruation,irritability,,,,,,,,,,Hypothyroidism
irritability,fatigue,mood_swings,brittle_nails,weight_gain,enlarged_thyroid,lethargy,puffy_face_and_eyes,,,,,,,,,,Hypothyroidism
puffy_face_and_eyes,weight_gain,enlarged_thyroid,,,,,,,,,,,,,,,Hypothyroidism
abnormal_menstruation,depression,weight_gain,swollen_extremities,brittle_nails,irritability,cold_hands_and_feets,fatigue,lethargy,mood_swings,enlarged_thyroid,puffy_face_and_eyes,,,,,,Hypothyroidism
enlarged_thyroid,brittle_nails,lethargy,mood_swings,fatigue,irritability,abnormal_menstruation,weight_gain,,,,,,,,,,Hypothyroidism
depression,enlarged_thyroid,fatigue,swollen_extremities,brittle_nails,abnormal_menstruation,mood_swings,puffy_face_and_eyes,weight_gain,lethargy,cold_hands_and_feets,,,,,,,Hypothyroidism
cold_hands_and_feets,weight_gain,brittle_nails,irritability,puffy_face_and_eyes,abnormal_menstruation,swollen_extremities,enlarged_thyroid,mood_swings,fatigue,lethargy,,,,,,,Hypothyroidism
weight_gain,depression,fatigue,mood_swings,enlarged_thyroid,puffy_face_and_eyes,,,,,,,,,,,,Hypothyroidism
depression,fatigue,irritability,mood_swings,abnormal_menstruation,brittle_nails,enlarged_thyroid,weight_gain,swollen_extremities,puffy_face_and_eyes,lethargy,,,,,,,Hypothyroidism
puffy_face_and_eyes,abnormal_menstruation,depression,,,,,,,,,,,,,,,Hypothyroidism
lethargy,cold_hands_and_feets,depression,enlarged_thyroid,brittle_nails,puffy_face_and_eyes,,,,,,,,,,,,Hypothyroidism
irritability,weight_gain,abnormal_menstruation,lethargy,,,,,,,,,,,,,,Hypothyroidism
mood_swings,brittle_nails,puffy_face_and_eyes,abnormal_menstruation,irritability,depression,cold_hands_and_feets,enlarged_thyroid,lethargy,swollen_extremities,fatigue,,,,,,,Hypothyroidism
lethargy,puffy_face_and_eyes,swollen_extremities,depression,weight_gain,fatigue,cold_hands_and_feets,mood_swings,abnormal_menstruation,brittle_nails,enlarged_thyroid,,,,,,,Hypothyroidism
cold_hands_and_feets,swollen_extremities,mood_swings,lethargy,depression,fatigue,,,,,,,,,,,,Hypothyroidism
abnormal_menstruation,cold_hands_and_feets,fatigue,mood_swings,brittle_nails,puffy_face_and_eyes,swollen_extremities,depression,,,,,,,,,,Hypothyroidism
excessive_hunger,fatigue,sweating,,,,,,,,,,,,,,,Hyperthyroidism
irritability,fast_heart_rate,sweating,mood_swings,fatigue,weight_loss,muscle_weakness,,,,,,,,,,,Hyperthyroidism
excessive_hunger,fatigue,fast_heart_rate,muscle_weakness,restlessness,irritability,mood_swings,sweating,abnormal_menstruation,,,,,,,,,Hyperthyroidism
abnormal_menstruation,fast_heart_rate,muscle_weakness,fatigue,diarrhoea,,,,,,,,,,,,,Hyperthyroidism
fatigue,muscle_weakness,diarrhoea,abnormal_menstruation,sweating,weight_loss,irritability,,,,,,,,,,,Hyperthyroidism
fatigue,diarrhoea,fast_heart_rate,muscle_weakness,excessive_hunger,irritability,,,,,,,,,,,,Hyperthyroidism
mood_swings,muscle_weakness,fast_heart_rate,,,,,,,,,,,,,,,Hyperthyroidism
muscle_weakness,excessive_hunger,fast_heart_rate,sweating,mood_swings,restlessness,diarrhoea,,,,,,,,,,,Hyperthyroidism
weight_loss,fatigue,sweating,muscle_weakness,irritability,mood_swings,,,,,,,,,,,,Hyperthyroidism
sweating,diarrhoea,fast_heart_rate,fatigue,abnormal_menstruation,weight_loss,irritability,muscle_weakness,restlessness,mood_swings,excessive_hunger,,,,,,,Hyperthyroidism
sweating,irritability,diarrhoea,abnormal_menstruation,,,,,,,,,,,,,,Hyperthyroidism
excessive_hunger,abnormal_menstruation,fatigue,irritability,muscle_weakness,,,,,,,,,,,,,Hyperthyroidism
fatigue,diarrhoea,excessive_hunger,restlessness,muscle_weakness,abnormal_menstruation,sweating,irritability,mood_swings,weight_loss,,,,,,,,Hyperthyroidism
excessive_hunger,weight_loss,sweating,muscle_weakness,,,,,,,,,,,,,,Hyperthyroidism
excessive_hunger,weight_loss,restlessness,irritability,mood_swings,sweating,fatigue,,,,,,,,,,,Hyperthyroidism
mood_swings,fatigue,weight_loss,excessive_hunger,sweating,muscle_weakness,,,,,,,,,,,,Hyperthyroidism
muscle_weakness,restlessness,fatigue,,,,,,,,,,,,,,,Hyperthyroidism
sweating,fatigue,diarrhoea,irritability,abnormal_menstruation,mood_swings,weight_loss,,,,,,,,,,,Hyperthyroidism
mood_swings,muscle_weakness,excessive_hunger,abnormal_menstruation,,,,,,,,,,,,,,Hyperthyroidism
mood_swings,restlessness,irritability,diarrhoea,sweating,weight_loss,muscle_weakness,fatigue,excessive_hunger,abnormal_menstruation,fast_heart_rate,,,,,,,Hyperthyroidism
fatigue,diarrhoea,irritability,muscle_weakness,restlessness,,,,,,,,,,,,,Hyperthyroidism
excessive_hunger,sweating,fatigue,weight_loss,abnormal_menstruation,muscle_weakness,fast_heart_rate,mood_swings,,,,,,,,,,Hyperthyroidism
mood_swings,irritability,restlessness,,,,,,,,,,,,,,,Hyperthyroidism
muscle_weakness,abnormal_menstruation,diarrhoea,restlessness,excessive_hunger,sweating,fatigue,mood_swings,,,,,,,,,,Hyperthyroidism
abnormal_menstruation,mood_swings,irritability,restlessness,sweating,fast_heart_rate,diarrhoea,excessive_hunger,weight_loss,,,,,,,,,Hyperthyroidism
muscle_weakness,fatigue,excessive_hunger,abnormal_menstruation,,,,,,,,,,,,,,Hyperthyroidism
sweating,restlessness,abnormal_menstruation,irritability,weight_loss,mood_swings,fast_heart_rate,diarrhoea,,,,,,,,,,Hyperthyroidism
diarrhoea,mood_swings,restlessness,excessive_hunger,abnormal_menstruation,muscle_weakness,weight_loss,fatigue,irritability,fast_heart_rate,,,,,,,,Hyperthyroidism
abnormal_menstruation,excessive_hunger,restlessness,irritability,fast_heart_rate,muscle_weakness,mood_swings,sweating,,,,,,,,,,Hyperthyroidism
restlessness,fast_heart_rate,weight_loss,sweating,irritability,muscle_weakness,diarrhoea,excessive_hunger,fatigue,abnormal_menstruation,mood_swings,,,,,,,Hyperthyroidism
muscle_weakness,weight_loss,excessive_hunger,restlessness,mood_swings,abnormal_menstruation,fatigue,fast_heart_rate,sweating,,,,,,,,,Hyperthyroidism
sweating,muscle_weakness,excessive_hunger,mood_swings,irritability,fatigue,restlessness,diarrhoea,weight_loss,,,,,,,,,Hyperthyroidism
mood_swings,weight_loss,muscle_weakness,fast_heart_rate,restlessness,,,,,,,,,,,,,Hyperthyroidism
weight_loss,fast_heart_rate,muscle_weakness,restlessness,diarrhoea,abnormal_menstruation,fatigue,irritability,,,,,,,,,,Hyperthyroidism
irritability,abnormal_menstruation,mood_swings,fatigue,excessive_hunger,diarrhoea,weight_loss,restlessness,,,,,,,,,,Hyperthyroidism
abnormal_menstruation,excessive_hunger,fast_heart_rate,sweating,muscle_weakness,restlessness,mood_swings,irritability,weight_loss,,,,,,,,,Hyperthyroidism
mood_swings,weight_loss,fatigue,diarrhoea,excessive_hunger,fast_heart_rate,restlessness,sweating,abnormal_menstruation,irritability,muscle_weakness,,,,,,,Hyperthyroidism
irritability,sweating,mood_swings,restlessness,weight_loss,excessive_hunger,fast_heart_rate,fatigue,abnormal_menstruation,muscle_weakness,diarrhoea,,,,,,,Hyperthyroidism
fast_heart_rate,diarrhoea,weight_loss,muscle_weakness,fatigue,irritability,mood_swings,restlessness,,,,,,,,,,Hyperthyroidism
sweating,irritability,diarrhoea,mood_swings,weight_loss,fast_heart_rate,excessive_hunger,fatigue,abnormal_menstruation,muscle_weakness,restlessness,,,,,,,Hyperthyroidism
restlessness,weight_loss,sweating,muscle_weakness,excessive_hunger,fatigue,mood_swings,irritability,diarrhoea,abnormal_menstruation,,,,,,,,Hyperthyroidism
muscle_weakness,abnormal_menstruation,weight_loss,fatigue,sweating,excessive_hunger,,,,,,,,,,,,Hyperthyroidism
muscle_weakness,restlessness,fatigue,excessive_hunger,fast_heart_rate,abnormal_menstruation,weight_loss,mood_swings,irritability,sweating,diarrhoea,,,,,,,Hyperthyroidism
weight_loss,excessive_hunger,sweating,mood_swings,diarrhoea,fast_heart_rate,fatigue,restlessness,irritability,abnormal_menstruation,muscle_weakness,,,,,,,Hyperthyroidism
weight_loss,sweating,mood_swings,diarrhoea,,,,,,,,,,,,,,Hyperthyroidism
restlessness,mood_swings,diarrhoea,weight_loss,,,,,,,,,,,,,,Hyperthyroidism
diarrhoea,sweating,excessive_hunger,mood_swings,abnormal_menstruation,fast_heart_rate,weight_loss,fatigue,muscle_weakness,restlessness,irritability,,,,,,,Hyperthyroidism
muscle_weakness,fatigue,irritability,restlessness,mood_swings,sweating,,,,,,,,,,,,Hyperthyroidism
restlessness,abnormal_menstruation,sweating,excessive_hunger,mood_swings,irritability,fast_heart_rate,diarrhoea,muscle_weakness,,,,,,,,,Hyperthyroidism
restlessness,mood_swings,muscle_weakness,abnormal_menstruation,fatigue,,,,,,,,,,,,,Hyperthyroidism
mood_swings,excessive_hunger,muscle_weakness,restlessness,diarrhoea,abnormal_menstruation,fatigue,irritability,weight_loss,,,,,,,,,Hyperthyroidism
irritability,fast_heart_rate,restlessness,diarrhoea,muscle_weakness,sweating,mood_swings,,,,,,,,,,,Hyperthyroidism
restlessness,sweating,excessive_hunger,muscle_weakness,fast_heart_rate,diarrhoea,abnormal_menstruation,,,,,,,,,,,Hyperthyroidism
muscle_weakness,excessive_hunger,sweating,mood_swings,irritability,fatigue,weight_loss,restlessness,,,,,,,,,,Hyperthyroidism
diarrhoea,restlessness,fast_heart_rate,mood_swings,excessive_hunger,irritability,weight_loss,fatigue,muscle_weakness,sweating,,,,,,,,Hyperthyroidism
excessive_hunger,abnormal_menstruation,fast_heart_rate,restlessness,fatigue,,,,,,,,,,,,,Hyperthyroidism
sweating,muscle_weakness,restlessness,fast_heart_rate,fatigue,abnormal_menstruation,weight_loss,,,,,,,,,,,Hyperthyroidism
abnormal_menstruation,diarrhoea,fast_heart_rate,muscle_weakness,excessive_hunger,restlessness,irritability,,,,,,,,,,,Hyperthyroidism
sweating,fatigue,abnormal_menstruation,excessive_hunger,diarrhoea,mood_swings,weight_loss,irritability,fast_heart_rate,,,,,,,,,Hyperthyroidism
fast_heart_rate,restlessness,weight_loss,irritability,abnormal_menstruation,diarrhoea,fatigue,muscle_weakness,sweating,excessive_hunger,,,,,,,,Hyperthyroidism
blurred_and_distorted_vision,fatigue,nausea,,,,,,,,,,,,,,,Hypoglycemia
slurred_speech,fatigue,vomiting,palpitations,sweating,anxiety,headache,drying_and_tingling_lips,,,,,,,,,,Hypoglycemia
slurred_speech,blurred_and_distorted_vision,sweating,headache,anxiety,,,,,,,,,,,,,Hypoglycemia
nausea,blurred_and_distorted_vision,sweating,slurred_speech,irritability,vomiting,drying_and_tingling_lips,palpitations,,,,,,,,,,Hypoglycemia
fatigue,slurred_speech,blurred_and_distorted_vision,excessive_hunger,vomiting,palpitations,anxiety,nausea,drying_and_tingling_lips,sweating,headache,,,,,,,Hypoglycemia
headache,fatigue,blurred_and_distorted_vision,,,,,,,,,,,,,,,Hypoglycemia
anxiety,headache,fatigue,irritability,slurred_speech,drying_and_tingling_lips,nausea,sweating,vomiting,,,,,,,,,Hypoglycemia
palpitations,slurred_speech,irritability,,,,,,,,,,,,,,,Hypoglycemia
fatigue,irritability,blurred_and_distorted_vision,sweating,headache,,,,,,,,,,,,,Hypoglycemia
blurred_and_distorted_vision,slurred_speech,vomiting,headache,drying_and_tingling_lips,sweating,fatigue,irritability,,,,,,,,,,Hypoglycemia
drying_and_tingling_lips,irritability,excessive_hunger,blurred_and_distorted_vision,headache,sweating,vomiting,,,,,,,,,,,Hypoglycemia
blurred_and_distorted_vision,slurred_speech,headache,excessive_hunger,irritability,nausea,,,,,,,,,,,,Hypoglycemia
slurred_speech,sweating,blurred_and_distorted_vision,vomiting,excessive_hunger,nausea,drying_and_tingling_lips,anxiety,palpitations,fatigue,irritability,,,,,,,Hypoglycemia
vomiting,blurred_and_distorted_vision,sweating,excessive_hunger,nausea,irritability,headache,palpitations,anxiety,fatigue,slurred_speech,drying_and_tingling_lips,,,,,,Hypoglycemia
slurred_speech,anxiety,sweating,excessive_hunger,,,,,,,,,,,,,,Hypoglycemia
sweating,fatigue,anxiety,blurred_and_distorted_vision,excessive_hunger,headache,nausea,slurred_speech,drying_and_tingling_lips,vomiting,palpitations,irritability,,,,,,Hypoglycemia
headache,nausea,anxiety,vomiting,drying_and_tingling_lips,excessive_hunger,palpitations,blurred_and_distorted_vision,sweating,,,,,,,,,Hypoglycemia
headache,sweating,slurred_speech,,,,,,,,,,,,,,,Hypoglycemia
slurred_speech,excessive_hunger,nausea,sweating,irritability,palpitations,drying_and_tingling_lips,blurred_and_distorted_vision,vomiting,headache,,,,,,,,Hypoglycemia
palpitations,fatigue,blurred_and_distorted_vision,anxiety,vomiting,drying_and_tingling_lips,headache,excessive_hunger,irritability,,,,,,,,,Hypoglycemia
excessive_hunger,fatigue,vomiting,blurred_and_distorted_vision,palpitations,drying_and_tingling_lips,,,,,,,,,,,,Hypoglycemia
excessive_hunger,anxiety,slurred_speech,blurred_and_distorted_vision,irritability,vomiting,drying_and_tingling_lips,palpitations,sweating,fatigue,nausea,,,,,,,Hypoglycemia
nausea,irritability,palpitations,anxiety,slurred_speech,excessive_hunger,headache,fatigue,blurred_and_distorted_vision,sweating,drying_and_tingling_lips,,,,,,,Hypoglycemia
excessive_hunger,sweating,nausea,anxiety,slurred_speech,headache,irritability,drying_and_tingling_lips,vomiting,fatigue,,,,,,,,Hypoglycemia
anxiety,palpitations,excessive_hunger,fatigue,vomiting,drying_and_tingling_lips,nausea,slurred_speech,headache,,,,,,,,,Hypoglycemia
slurred_speech,excessive_hunger,nausea,fatigue,,,,,,,,,,,,,,Hypoglycemia
irritability,excessive_hunger,palpitations,,,,,,,,,,,,,,,Hypoglycemia
fatigue,nausea,slurred_speech,sweating,drying_and_tingling_lips,,,,,,,,,,,,,Hypoglycemia
sweating,headache,drying_and_tingling_lips,,,,,,,,,,,,,,,Hypoglycemia
irritability,headache,nausea,blurred_and_distorted_vision,drying_and_tingling_lips,excessive_hunger,slurred_speech,fatigue,vomiting,,,,,,,,,Hypoglycemia
anxiety,fatigue,sweating,headache,palpitations,excessive_hunger,slurred_speech,vomiting,drying_and_tingling_lips,blurred_and_distorted_vision,irritability,nausea,,,,,,Hypoglycemia
irritability,palpitations,headache,excessive_hunger,sweating,fatigue,vomiting,blurred_and_distorted_vision,drying_and_tingling_lips,nausea,anxiety,slurred_speech,,,,,,Hypoglycemia
excessive_hunger,vomiting,nausea,fatigue,drying_and_tingling_lips,,,,,,,,,,,,,Hypoglycemia
slurred_speech,excessive_hunger,blurred_and_distorted_vision,drying_and_tingling_lips,nausea,,,,,,,,,,,,,Hypoglycemia
slurred_speech,fatigue,sweating,palpitations,blurred_and_distorted_vision,irritability,excessive_hunger,,,,,,,,,,,Hypoglycemia
nausea,headache,slurred_speech,palpitations,fatigue,drying_and_tingling_lips,excessive_hunger,irritability,anxiety,sweating,,,,,,,,Hypoglycemia
blurred_and_distorted_vision,slurred_speech,excessive_hunger,irritability,headache,,,,,,,,,,,,,Hypoglycemia
slurred_speech,blurred_and_distorted_vision,nausea,anxiety,,,,,,,,,,,,,,Hypoglycemia
nausea,excessive_hunger,palpitations,,,,,,,,,,,,,,,Hypoglycemia
sweating,irritability,slurred_speech,palpitations,blurred_and_distorted_vision,anxiety,fatigue,vomiting,nausea,,,,,,,,,Hypoglycemia
nausea,slurred_speech,sweating,vomiting,headache,anxiety,drying_and_tingling_lips,blurred_and_distorted_vision,excessive_hunger,irritability,,,,,,,,Hypoglycemia
irritability,headache,vomiting,,,,,,,,,,,,,,,Hypoglycemia
drying_and_tingling_lips,excessive_hunger,blurred_and_distorted_vision,vomiting,headache,anxiety,nausea,,,,,,,,,,,Hypoglycemia
irritability,vomiting,excessive_hunger,,,,,,,,,,,,,,,Hypoglycemia
drying_and_tingling_lips,excessive_hunger,palpitations,anxiety,irritability,nausea,blurred_and_distorted_vision,headache,vomiting,sweating,fatigue,slurred_speech,,,,,,Hypoglycemia
palpitations,anxiety,drying_and_tingling_lips,irritability,fatigue,sweating,vomiting,nausea,blurred_and_distorted_vision,slurred_speech,headache,excessive_hunger,,,,,,Hypoglycemia
slurred_speech,headache,sweating,vomiting,,,,,,,,,,,,,,Hypoglycemia
drying_and_tingling_lips,nausea,anxiety,palpitations,vomiting,slurred_speech,sweating,blurred_and_distorted_vision,,,,,,,,,,Hypoglycemia
fatigue,sweating,slurred_speech,,,,,,,,,,,,,,,Hypoglycemia
palpitations,headache,fatigue,anxiety,excessive_hunger,,,,,,,,,,,,,Hypoglycemia
headache,irritability,sweating,,,,,,,,,,,,,,,Hypoglycemia
blurred_and_distorted_vision,anxiety,vomiting,headache,slurred_speech,excessive_hunger,drying_and_tingling_lips,irritability,nausea,fatigue,palpitations,,,,,,,Hypoglycemia
excessive_hunger,fatigue,drying_and_tingling_lips,irritability,anxiety,nausea,vomiting,slurred_speech,palpitations,sweating,blurred_and_distorted_vision,headache,,,,,,Hypoglycemia
sweating,drying_and_tingling_lips,nausea,,,,,,,,,,,,,,,Hypoglycemia
fatigue,sweating,headache,drying_and_tingling_lips,anxiety,excessive_hunger,vomiting,slurred_speech,blurred_and_distorted_vision,nausea,,,,,,,,Hypoglycemia
anxiety,irritability,nausea,blurred_and_distorted_vision,sweating,slurred_speech,fatigue,,,,,,,,,,,Hypoglycemia
sweating,anxiety,headache,irritability,excessive_hunger,drying_and_tingling_lips,vomiting,,,,,,,,,,,Hypoglycemia
nausea,irritability,palpitations,drying_and_tingling_lips,excessive_hunger,blurred_and_distorted_vision,slurred_speech,fatigue,vomiting,anxiety,,,,,,,,Hypoglycemia
anxiety,slurred_speech,irritability,sweating,blurred_and_distorted_vision,palpitations,nausea,excessive_hunger,fatigue,,,,,,,,,Hypoglycemia
palpitations,slurred_speech,drying_and_tingling_lips,headache,fatigue,irritability,excessive_hunger,anxiety,,,,,,,,,,Hypoglycemia
hip_joint_pain,knee_pain,joint_pain,painful_walking,,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,neck_pain,painful_walking,knee_pain,,,,,,,,,,,,,,Osteoarthritis
knee_pain,swelling_joints,hip_joint_pain,painful_walking,joint_pain,,,,,,,,,,,,,Osteoarthritis
painful_walking,joint_pain,knee_pain,swelling_joints,hip_joint_pain,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,knee_pain,swelling_joints,painful_walking,joint_pain,neck_pain,,,,,,,,,,,,Osteoarthritis
knee_pain,neck_pain,hip_joint_pain,painful_walking,joint_pain,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,,,Osteoarthritis
painful_walking,hip_joint_pain,swelling_joints,joint_pain,neck_pain,knee_pain,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,painful_walking,knee_pain,joint_pain,swelling_joints,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,painful_walking,knee_pain,,,,,,,,,,,,,,,Osteoarthritis
swelling_joints,joint_pain,neck_pain,knee_pain,painful_walking,hip_joint_pain,,,,,,,,,,,,Osteoarthritis
swelling_joints,neck_pain,painful_walking,knee_pain,,,,,,,,,,,,,,Osteoarthritis
joint_pain,painful_walking,knee_pain,swelling_joints,neck_pain,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,neck_pain,painful_walking,joint_pain,knee_pain,swelling_joints,,,,,,,,,,,,Osteoarthritis
knee_pain,painful_walking,joint_pain,hip_joint_pain,,,,,,,,,,,,,,Osteoarthritis
neck_pain,hip_joint_pain,joint_pain,knee_pain,,,,,,,,,,,,,,Osteoarthritis
neck_pain,swelling_joints,knee_pain,joint_pain,,,,,,,,,,,,,,Osteoarthritis
neck_pain,knee_pain,joint_pain,painful_walking,swelling_joints,hip_joint_pain,,,,,,,,,,,,Osteoarthritis
painful_walking,hip_joint_pain,swelling_joints,knee_pain,joint_pain,neck_pain,,,,,,,,,,,,Osteoarthritis
neck_pain,knee_pain,painful_walking,hip_joint_pain,swelling_joints,joint_pain,,,,,,,,,,,,Osteoarthritis
swelling_joints,hip_joint_pain,joint_pain,neck_pain,knee_pain,painful_walking,,,,,,,,,,,,Osteoarthritis
swelling_joints,neck_pain,painful_walking,hip_joint_pain,,,,,,,,,,,,,,Osteoarthritis
knee_pain,swelling_joints,joint_pain,painful_walking,neck_pain,,,,,,,,,,,,,Osteoarthritis
painful_walking,neck_pain,swelling_joints,,,,,,,,,,,,,,,Osteoarthritis
neck_pain,joint_pain,painful_walking,hip_joint_pain,knee_pain,swelling_joints,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,neck_pain,painful_walking,joint_pain,swelling_joints,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,painful_walking,joint_pain,neck_pain,knee_pain,,,,,,,,,,,,,Osteoarthritis
neck_pain,hip_joint_pain,joint_pain,painful_walking,,,,,,,,,,,,,,Osteoarthritis
knee_pain,joint_pain,hip_joint_pain,,,,,,,,,,,,,,,Osteoarthritis
neck_pain,knee_pain,painful_walking,,,,,,,,,,,,,,,Osteoarthritis
painful_walking,hip_joint_pain,joint_pain,neck_pain,knee_pain,swelling_joints,,,,,,,,,,,,Osteoarthritis
knee_pain,hip_joint_pain,painful_walking,,,,,,,,,,,,,,,Osteoarthritis
swelling_joints,hip_joint_pain,knee_pain,,,,,,,,,,,,,,,Osteoarthritis
painful_walking,knee_pain,swelling_joints,joint_pain,hip_joint_pain,neck_pain,,,,,,,,,,,,Osteoarthritis
painful_walking,joint_pain,neck_pain,swelling_joints,hip_joint_pain,knee_pain,,,,,,,,,,,,Osteoarthritis
swelling_joints,painful_walking,hip_joint_pain,neck_pain,,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,knee_pain,joint_pain,,,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,painful_walking,knee_pain,,,,,,,,,,,,,,,Osteoarthritis
swelling_joints,knee_pain,painful_walking,,,,,,,,,,,,,,,Osteoarthritis
knee_pain,painful_walking,joint_pain,swelling_joints,neck_pain,hip_joint_pain,,,,,,,,,,,,Osteoarthritis
knee_pain,hip_joint_pain,joint_pain,neck_pain,painful_walking,,,,,,,,,,,,,Osteoarthritis
painful_walking,joint_pain,swelling_joints,neck_pain,hip_joint_pain,,,,,,,,,,,,,Osteoarthritis
neck_pain,painful_walking,joint_pain,knee_pain,hip_joint_pain,swelling_joints,,,,,,,,,,,,Osteoarthritis
painful_walking,hip_joint_pain,swelling_joints,neck_pain,,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,swelling_joints,neck_pain,knee_pain,painful_walking,,,,,,,,,,,,,Osteoarthritis
joint_pain,knee_pain,swelling_joints,,,,,,,,,,,,,,,Osteoarthritis
neck_pain,swelling_joints,joint_pain,,,,,,,,,,,,,,,Osteoarthritis
swelling_joints,joint_pain,knee_pain,hip_joint_pain,neck_pain,painful_walking,,,,,,,,,,,,Osteoarthritis
joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,swelling_joints,,,,,,,,,,,,Osteoarthritis
neck_pain,swelling_joints,knee_pain,,,,,,,,,,,,,,,Osteoarthritis
swelling_joints,painful_walking,neck_pain,knee_pain,joint_pain,,,,,,,,,,,,,Osteoarthritis
swelling_joints,hip_joint_pain,neck_pain,painful_walking,knee_pain,,,,,,,,,,,,,Osteoarthritis
knee_pain,swelling_joints,joint_pain,painful_walking,,,,,,,,,,,,,,Osteoarthritis
